text,label
धर्मिक त्योहारों पर भीड़ को रोकने के लिए नए नियम बनाए गए।,9
भारतीय संस्कृति में गुरु-शिष्य परंपरा का महत्वपूर्ण स्थान है।,7
विकलांग लोगों के लिए ऑनलाइन प्लेटफॉर्म्स ने जीवन को आसान बना दिया है।,11
महिला सशक्तिकरण के लिए उन्हें शिक्षा की ओर अग्रसर करना होगा।,3
गरीबी के मुद्दे को हल करने के लिए सरकार को और कदम उठाने चाहिए।,5
"बचपन और बुढ़ापे में जो अंतर है, वह सिर्फ समय का है।",6
नस्लीय भेदभाव के खिलाफ उत्थान करना हम सबकी जिम्मेदारी है।,4
कानूनी प्रक्रिया को सरल और सुलभ बनाने के लिए तेजी से काम हो रहा है।,1
चुनावी रैलियों में जनसमर्थन देखकर ही पूर्वानुमान लगाए जा सकते हैं।,8
"बुजुर्गों का अनुभव ही उनकी सबसे बड़ी दौलत है, इसे समझना चाहिए।",6
"प्रत्येक धर्म में उपवास का अपना एक महत्व है, इसे समझना चाहिए।",9
अफ्रीकी संस्कृति में नृत्य और संगीत का विशेष स्थान है।,7
विकलांग लोगों के लिए विशेष रेलवे सुविधाएं होनी चाहिए।,11
महिलाओं को भी बिजनेस वर्ल्ड में अपना स्थान बनाना है।,3
गरीबी रेखा के नीचे लोगों के लिए भी शिक्षा अनिवार्य है।,5
"राजनीतिक दल विधायकों को खरीदने का आरोप लगाते हैं, यह गंभीर मुद्दा है।",8
"बच्चों को बड़ों से अधिक टेक्नोलॉजी का ज्ञान है, यह चिंता का कारण है।",6
"धर्म और जाति के आधार पर विभाजन नहीं होना चाहिए, हम सब भारतीय हैं।",9
वेस्टर्न कल्चर ने भारतीय संस्कृति को भी प्रभावित किया है।,7
"विकलांगता केवल शारीरिक है, मानसिकता में नहीं, समाज को इसे समझना होगा।",11
"महिला और पुरुष, दोनों को समान अधिकार और सम्मान मिलना चाहिए।",3
अर्थव्यवस्था में गरीबी और बेरोजगारी की समस्या को हल करना होगा।,5
"जवानी और बुढ़ापे में जो फर्क है, वह सिर्फ उम्र में है, सोच में नहीं।",6
"फिल्मों में भी सामाजिक समस्याओं को उठाना चाहिए, यह जरुरी है।",4
"न्यायालय में तारीख पे तारीख मिलती है, इसे बदलना होगा।",1
सोशल मीडिया पर हेट स्पीच का कोई स्थान नहीं होना चाहिए।,4
"युवा वर्ग को राजनीति में शामिल होना चाहिए, उनकी ऊर्जा का सही उपयोग हो।",8
"भ्रष्टाचार के खिलाफ सख्त कदम उठाने की आवश्यकता है, यह देश के लिए अच्छा होगा।",1
"धर्मिक स्थलों पर भी सुरक्षा को मजबूत करना होगा, यह समय की मांग है।",9
"बुजुर्गों का अनुभव ही उनकी सबसे बड़ी दौलत है, उनसे कुछ सिखना चाहिए।",6
"भाषा, धर्म, जाति के बजाय, इंसानियत को महत्व देना चाहिए।",4
"महिलाओं को भी उनका सम्मान और स्थान मिलना चाहिए, उन्हें पीछे नहीं रखना चाहिए।",3
अपराध और अवैध कृत्यों को रोकने में सबका सहयोग चाहिए।,1
"राजनीतिक पार्टियां अपने लाभ के लिए जनता को भूल जाती हैं, इसे बदलना होगा।",8
"विभाजन की नीति से कोई भी देश महान नहीं बन सकता, एकता में ही शक्ति है।",4
धर्मिक मान्यताओं को विज्ञान के आधार पर नहीं तोलना चाहिए।,9
गरीबी का मुकाबला करने के लिए शिक्षा सबसे मजबूत हथियार है।,5
